species,A_0,n,E
plaice,0.045096738293831706,-0.29976874672473064,0.2938767438483163
cod,0.024917564457845633,-0.29976874672473064,0.2938767438483163
dab,0.037090150282387914,-0.29976874672473064,0.2938767438483163
flounder,0.011989871817197137,-0.29976874672473064,0.2938767438483163
turbot,0.045096738293831706,-0.29976874672473064,0.2938767438483163
whiting,0.024917564457845633,-0.29976874672473064,0.2938767438483163
