biom_slope,biom_slope_cat,X,Y
0.5660110815239752,low,353.016716551297,6091.58668110674
0.5908942315370955,low,353.016716551297,6094.58668110674
0.6263744408841431,low,353.016716551297,6097.58668110674
0.44776387771583886,low,353.016716551297,6100.58668110674
0.6432454743071268,low,353.016716551297,6103.58668110674
0.7773029324805867,low,356.016716551297,6088.58668110674
0.9182115859287088,low,356.016716551297,6091.58668110674
0.8537002330121944,low,356.016716551297,6094.58668110674
0.8798592679774203,low,356.016716551297,6097.58668110674
0.9910157279937442,low,356.016716551297,6100.58668110674
0.9940410051595192,low,356.016716551297,6103.58668110674
1.092519340499214,low,356.016716551297,6106.58668110674
0.4341249816192617,low,359.016716551297,6085.58668110674
1.0852615929245188,low,359.016716551297,6088.58668110674
1.2557124057926754,low,359.016716551297,6091.58668110674
1.0446192144616342,low,359.016716551297,6094.58668110674
0.8107618936816997,low,359.016716551297,6097.58668110674
1.0174816233007606,low,359.016716551297,6100.58668110674
1.3197325806456863,low,359.016716551297,6103.58668110674
1.4602008131634687,low,359.016716551297,6106.58668110674
1.1860839585929783,low,359.016716551297,6109.58668110674
-3.3629249884316184,low,362.016716551297,6064.58668110674
-2.843298406255039,low,362.016716551297,6067.58668110674
-1.8166355079787668,low,362.016716551297,6070.58668110674
-0.4878859871905892,low,362.016716551297,6079.58668110674
-0.1122399670721344,low,362.016716551297,6082.58668110674
0.5496018020140628,low,362.016716551297,6085.58668110674
1.3547459250496012,low,362.016716551297,6088.58668110674
1.490714503504864,low,362.016716551297,6091.58668110674
1.1272815814187094,low,362.016716551297,6094.58668110674
0.944273059002964,low,362.016716551297,6097.58668110674
1.196405359068483,low,362.016716551297,6100.58668110674
1.6751818484942815,low,362.016716551297,6103.58668110674
1.7776987770548234,low,362.016716551297,6106.58668110674
1.2903852566973406,low,362.016716551297,6109.58668110674
1.027071887504211,low,362.016716551297,6112.58668110674
-4.9478116764153635,low,365.016716551297,6055.58668110674
-5.011232864501168,low,365.016716551297,6058.58668110674
-5.006940247118994,low,365.016716551297,6061.58668110674
-5.725683563844325,low,365.016716551297,6064.58668110674
-4.968226111534247,low,365.016716551297,6067.58668110674
-2.8823583796267096,low,365.016716551297,6070.58668110674
-2.2488060072904994,low,365.016716551297,6073.58668110674
-1.5085481114591488,low,365.016716551297,6076.58668110674
-0.740138890297357,low,365.016716551297,6079.58668110674
-0.11068185467392752,low,365.016716551297,6082.58668110674
0.7704136342703886,low,365.016716551297,6085.58668110674
1.5844099108418472,low,365.016716551297,6088.58668110674
1.7132820990366806,low,365.016716551297,6091.58668110674
1.3833198630951389,low,365.016716551297,6094.58668110674
1.0282010050553023,low,365.016716551297,6097.58668110674
0.9610241062692356,low,365.016716551297,6100.58668110674
1.223014929787047,low,365.016716551297,6103.58668110674
1.5912674462848675,low,365.016716551297,6106.58668110674
1.3629768755047975,low,365.016716551297,6109.58668110674
1.051208613083287,low,365.016716551297,6112.58668110674
0.4197509788510264,low,365.016716551297,6115.58668110674
-4.376789193436423,low,368.016716551297,6052.58668110674
-6.165130395311956,low,368.016716551297,6055.58668110674
-7.13861288523012,low,368.016716551297,6058.58668110674
-7.745195513615244,low,368.016716551297,6061.58668110674
