year,lat,lon,quarter,country,month,haul_id,ices_rect,sub_div,month_year,oxy,temp,sal,depth,x,y,cod_adult,cod_juvenile,dab_adult,dab_juvenile,plaice_adult,plaice_juvenile,flounder_adult,flounder_juvenile,depth_obs
1993,55.05,13.3833,1,DEN,2,1993:1:DEN:DAN2:GRT:11:6,39G3,24,2_1993,7.775272140853882,3.630064249038696,20.238187789916992,43.459999084472656,396.7154206811595,6101.549904121461,0,0,0,0,0,0,NA,NA,44
1993,55.3167,18.6167,1,DEN,3,1993:1:DEN:DAN2:GRT:123:57,39G8,26,3_1993,6.310587625610351,4.772704601287842,11.705499649047852,79.05000305175781,729.475444352386,6135.993355689946,0,0,0,0,0,0,NA,NA,82
1993,55.3167,17.2167,1,DEN,3,1993:1:DEN:DAN2:GRT:132:58,39G7,25,3_1993,6.148390947134399,5.103761196136475,12.917186737060549,74.6500015258789,640.667619724881,6132.27247166087,0,0,0,0,0,0,NA,NA,75
1993,55.3167,17.3167,1,DEN,3,1993:1:DEN:DAN2:GRT:133:59,39G7,25,3_1993,6.01265089909668,5.110203742980957,13.269590377807615,75.55000305175781,647.0122403082768,6132.478981054848,0,0,0,0,0,0,NA,NA,78
1993,55.3667,17.5333,1,DEN,3,1993:1:DEN:DAN2:GRT:134:60,39G7,25,3_1993,5.734369075158691,5.2753214836120605,13.856782913208008,80.05000305175781,660.5517093243257,6138.51987991345,0,0,0,0,0,0,NA,NA,83
1993,55.3833,17.3667,1,DEN,3,1993:1:DEN:DAN2:GRT:135:61,39G7,25,3_1993,7.093964366656493,4.2801833152771,10.060184478759766,62.599998474121094,649.9325734017746,6139.995030351253,0,0,0,0,0,0,NA,NA,61
1993,55.4833,17.4,1,DEN,3,1993:1:DEN:DAN2:GRT:136:62,39G7,25,3_1993,8.955017967297362,2.763262987136841,7.222989082336426,37.150001525878906,651.6577538018335,6151.192495992975,0,0,0,0,0,0,NA,NA,34
1993,55.0333,13.75,1,DEN,2,1993:1:DEN:DAN2:GRT:13:7,39G3,24,2_1993,7.5824881864776605,3.8298325538635254,21.03747177124023,46.040000915527344,420.1077426017134,6099.211241681399,0,0,0,0,0,0,NA,NA,47
1993,55.3,16.2833,1,DEN,3,1993:1:DEN:DAN2:GRT:142:64,39G6,25,3_1993,5.377895396759032,5.179917335510254,15.005338668823242,71.05000305175781,581.4747910727806,6128.92614806541,0,0,0,0,0,0,NA,NA,72
1993,55.1833,16.4667,1,DEN,3,1993:1:DEN:DAN2:GRT:143:65,39G6,25,3_1993,6.2571755440246575,4.618666648864746,11.784140586853027,53.04999923706055,593.390897612505,6116.1706172643135,0,0,0,0,0,0,NA,NA,54
1993,55.0833,16.3667,1,DEN,3,1993:1:DEN:DAN2:GRT:144:66,39G6,25,3_1993,5.581946890977478,5.4740777015686035,12.787694931030272,61.45000076293945,587.2417289375588,6104.9142926496215,0,0,0,0,0,0,NA,NA,63
1993,55.0167,16.2333,1,DEN,3,1993:1:DEN:DAN2:GRT:145:67,39G6,25,3_1993,5.152955272854614,5.780295372009277,13.243938446044922,61.5,578.857537293297,6097.345191898176,0,0,0,0,0,0,NA,NA,71
1993,55.0333,16.35,1,DEN,3,1993:1:DEN:DAN2:GRT:146:68,39G6,25,3_1993,6.1977940135131835,5.217402935028076,11.172540664672852,53.29999923706055,586.283247842944,6099.33009321973,0,0,0,0,0,0,NA,NA,61
1993,54.9,13.65,1,DEN,2,1993:1:DEN:DAN2:GRT:14:8,38G3,24,2_1993,7.541867781161498,3.762218713760376,21.36748313903809,46.58000183105469,413.4305460215904,6084.498085616319,0,0,0,0,0,0,NA,NA,48
1993,54.9,15.85,1,DEN,3,1993:1:DEN:DAN2:GRT:159:69,38G5,25,3_1993,4.216396500190735,5.726913928985596,15.21597671508789,73.6500015258789,554.5077225123471,6083.994416731994,0,0,0,0,0,0,NA,NA,76
1993,54.8333,15.9667,1,DEN,3,1993:1:DEN:DAN2:GRT:160:70,38G5,25,3_1993,4.889582721594238,5.904865264892578,12.63296890258789,59.45000076293945,562.0935040569838,6076.669699879892,0,0,0,0,0,0,NA,NA,57
1993,54.85,16.1,1,DEN,3,1993:1:DEN:DAN2:GRT:161:71,38G6,25,3_1993,6.814786032073974,4.9583916664123535,10.205982208251951,43.25,570.6261869411346,6078.65414112686,0,0,0,0,0,0,NA,NA,46
1993,54.85,15.6667,1,DEN,3,1993:1:DEN:DAN2:GRT:162:72,38G5,25,3_1993,4.691482568426514,5.537233352661133,15.20954418182373,75.6500015258789,542.8064495591608,6078.303417317029,0,0,0,0,0,0,NA,NA,79
1993,55.0333,14.2167,1,DEN,3,1993:1:DEN:DAN2:GRT:17:9,39G4,24,3_1993,7.692963307250976,3.618639707565307,18.92776679992676,46.36000061035156,449.93548975058343,6098.7774734909435,0,0,0,0,0,0,NA,NA,48
1993,54.8,15,1,DEN,3,1993:1:DEN:DAN2:GRT:19:10,38G5,25,3_1993,6.235198050228881,5.2129998207092285,11.477965354919434,56.970001220703125,500.000000000001,6072.535989332339,0,0,0,0,0,0,NA,NA,62
1993,55.1,12.7833,1,DEN,2,1993:1:DEN:DAN2:GRT:1:1,39G2,24,2_1993,8.527647516479492,2.8062803745269775,14.179710388183594,29.5,358.5660056640691,6108.163771953672,0,0,0,0,0,0,NA,NA,31
1993,54.75,14.9833,1,DEN,3,1993:1:DEN:DAN2:GRT:21:11,38G4,24,3_1993,5.72332190473938,5.635564804077148,11.462260246276855,56.88999938964844,498.9250936371491,6066.972374613569,0,0,0,0,0,0,NA,NA,62
1993,54.5,15.35,1,DEN,3,1993:1:DEN:DAN2:GRT:23:12,38G5,25,3_1993,7.070496560577392,4.587678909301758,9.625211715698242,46.04999923706055,522.6664899808188,6039.2105886732,0,0,0,0,0,0,NA,NA,49
1993,54.7167,15.5333,1,DEN,3,1993:1:DEN:DAN2:GRT:25:13,38G5,25,3_1993,3.4554502914749143,6.336901664733887,14.308966636657717,69.05000305175781,534.354196674079,6063.397333654826,0,0,0,0,0,0,NA,NA,72
1993,54.85,15.6333,1,DEN,3,1993:1:DEN:DAN2:GRT:27:14,38G5,25,3_1993,4.657161653683471,5.516026020050049,15.144526481628418,75.30000305175781,540.6619838141938,6078.283524572939,0,0,0,0,0,0,NA,NA,79
1993,54.9167,15.7,1,DEN,3,1993:1:DEN:DAN2:GRT:29:15,38G5,25,3_1993,4.4670166658538815,4.658609867095947,16.293912887573242,74.5,544.8703143180362,6085.746247210623,0,0,0,0,0,0,NA,NA,81
1993,55,15.6,1,DEN,3,1993:1:DEN:DAN2:GRT:30:16,39G5,25,3_1993,5.77038734694519,4.988469123840332,15.292216300964355,78.25,538.3808795628499,6094.956041782824,0,0,0,0,0,0,NA,NA,83
1993,55.7333,16.3167,1,DEN,3,1993:1:DEN:DAN2:GRT:38:17,40G6,25,3_1993,6.289810034780883,5.258701324462891,14.987836837768556,64.13999938964844,582.6816575428527,6177.182443281919,0,0,0,0,0,0,NA,NA,55
1993,55.1,12.85,1,DEN,2,1993:1:DEN:DAN2:GRT:3:2,39G2,24,2_1993,8.435311703305054,2.9088146686553955,14.89470386505127,33,362.82102255491424,6108.030724344723,0,0,0,0,0,0,NA,NA,33
1993,55.8167,16.35,1,DEN,3,1993:1:DEN:DAN2:GRT:40:18,40G6,25,3_1993,6.839863730743407,4.795517444610596,12.099061012268066,55.7599983215332,584.5917355095359,6186.503570893286,0,0,0,0,0,0,NA,NA,57
1993,55.5667,16.1833,1,DEN,3,1993:1:DEN:DAN2:GRT:41:19,40G6,25,3_1993,5.299333526661682,4.540665626525879,16.669574737548828,77.5999984741211,574.6214776859872,6158.491762652465,0,0,0,0,0,0,NA,NA,77
1993,55.6833,15.8167,1,DEN,3,1993:1:DEN:DAN2:GRT:44:20,40G5,25,3_1993,6.3339857334533685,4.879899024963379,14.069125175476074,55.900001525878906,551.3509027235526,6171.134931632502,0,0,0,0,0,0,NA,NA,60
1993,55.6833,15.8333,1,DEN,3,1993:1:DEN:DAN2:GRT:45:21,40G5,25,3_1993,6.3339857334533685,4.879899024963379,14.069125175476074,64.76000213623047,552.3946193178195,6171.147344991984,0,0,0,0,0,0,NA,NA,69
1993,55.1333,15.3,1,DEN,3,1993:1:DEN:DAN2:GRT:48:22,39G5,25,3_1993,6.838775208291626,5.039182662963867,15.122598648071287,69.8499984741211,519.1268549358961,6109.6661603409075,0,0,0,0,0,0,NA,NA,67
1993,54.9,13.1167,1,DEN,2,1993:1:DEN:DAN2:GRT:4:3,38G3,24,2_1993,7.82213258824768,3.81280255317688,19.511720657348633,43.400001525878906,379.23598160862474,6085.287674175184,0,0,0,0,0,0,NA,NA,44
1993,55,15.3167,1,DEN,3,1993:1:DEN:DAN2:GRT:50:23,39G5,25,3_1993,7.452657455554198,4.409778118133545,13.139476776123049,68.93000030517578,520.2587987640483,6094.837285374408,0,0,0,0,0,0,NA,NA,78
1993,55.1667,15.2,1,DEN,3,1993:1:DEN:DAN2:GRT:52:24,39G5,25,3_1993,7.328922587023925,4.200678825378418,14.389575958251951,77.19000244140625,512.7406005719774,6113.360138204984,0,0,0,0,0,0,NA,NA,66
1993,55.2667,15.2833,1,DEN,3,1993:1:DEN:DAN2:GRT:54:25,39G5,25,3_1993,7.9087750121765135,4.031252861022949,13.40480136871338,59.97999954223633,518.0018556257536,6124.506759600978,0,0,0,0,0,0,NA,NA,66
1993,55.4667,15.2,1,DEN,3,1993:1:DEN:DAN2:GRT:55:26,39G5,25,3_1993,6.923602061502074,4.416540622711182,16.586013793945312,76.5199966430664,512.6447708067911,6146.7455122111505,0,0,0,0,0,0,NA,NA,90
1993,55.6667,16.7667,1,DEN,3,1993:1:DEN:DAN2:GRT:65:27,40G6,25,3_1993,7.858154276614379,3.68704891204834,8.758975982666016,48.560001373291016,611.1252041751486,6170.400152711778,0,0,0,0,0,0,NA,NA,48
1993,55.7,16.6833,1,DEN,3,1993:1:DEN:DAN2:GRT:67:28,40G6,25,3_1993,6.458695010656738,4.799231052398682,11.744483947753906,55.540000915527344,605.7899779426986,6173.975133769862,0,0,0,0,0,0,NA,NA,55
1993,55.8167,16.6667,1,DEN,3,1993:1:DEN:DAN2:GRT:68:29,40G6,25,3_1993,7.677957003695679,3.9354090690612793,9.226957321166992,48.880001068115234,604.4344648116162,6186.935801952028,0,0,0,0,0,0,NA,NA,48
1993,55.8833,17.0667,1,DEN,3,1993:1:DEN:DAN2:GRT:70:30,40G7,25,3_1993,8.239802684561157,3.982050895690918,8.456826210021973,47.02000045776367,629.2733130930247,6195.02189300126,0,0,0,0,0,0,NA,NA,48
1993,55.95,17.1167,1,DEN,3,1993:1:DEN:DAN2:GRT:71:31,40G7,25,3_1993,8.636300916690063,3.368422031402588,7.822343826293945,44.36000061035156,632.1731384222182,6202.537991996777,0,0,0,0,0,0,NA,NA,45
1993,56.4,18.6,1,DEN,3,1993:1:DEN:DAN2:GRT:74:32,41G8,26,3_1993,6.635001482043457,3.900550127029419,7.859987735748291,73.8499984741211,722.1429793678158,6256.415861939082,0,0,0,0,0,0,NA,NA,79
1993,56.45,18.6167,1,DEN,3,1993:1:DEN:DAN2:GRT:75:33,41G8,26,3_1993,7.375074435684204,3.628316640853882,7.659687042236328,63.31999969482422,722.8800952328488,6262.030901251425,0,0,0,0,0,0,NA,NA,66
1993,56.5,18.6667,1,DEN,3,1993:1:DEN:DAN2:GRT:76:34,42G8,28,3_1993,7.583619757839966,3.618560791015625,7.666154384613037,60.79999923706055,725.6626529257414,6267.755099452078,0,0,0,0,0,0,NA,NA,56
1993,56.4167,18.5667,1,DEN,3,1993:1:DEN:DAN2:GRT:77:35,41G8,26,3_1993,7.960223926779174,3.287421226501465,7.457836151123047,51.25,719.9927520983136,6258.166126791165,0,0,0,0,0,0,NA,NA,41
1993,56.3833,18.6333,1,DEN,3,1993:1:DEN:DAN2:GRT:78:36,41G8,26,3_1993,3.820549126589966,4.305357933044434,8.41555118560791,88.339996337890625,724.2949610726007,6254.666649551696,0,0,0,0,0,0,NA,NA,86
1993,56.4333,18.7167,1,DEN,3,1993:1:DEN:DAN2:GRT:79:37,41G8,26,3_1993,4.154553665303039,4.305708885192871,8.422388076782227,89.76000213623047,729.1398371126178,6260.502573247163,0,0,0,0,0,0,NA,NA,94
1993,55.2167,13.2667,1,DEN,2,1993:1:DEN:DAN2:GRT:7:4,39G3,24,2_1993,7.71700441548767,3.7401459217071538,20.019691467285156,40.5,389.7275759030824,6120.276114333486,0,0,0,0,0,0,NA,NA,42
1993,56.3667,18.7333,1,DEN,3,1993:1:DEN:DAN2:GRT:80:38,41G8,26,3_1993,0.8786806228549957,4.521094799041748,9.0742034912109375,108.1999969482422,730.5652382008235,6253.151283399962,0,0,0,0,0,0,NA,NA,114
1993,57.5333,19.2833,1,DEN,3,1993:1:DEN:DAN2:GRT:90:39,44G9,28,3_1993,7.777259907214355,3.8225290775299072,7.496942043304443,60.79999923706055,756.3667832619805,6384.843833516246,0,0,0,0,0,0,NA,NA,63
1993,57.3,19.1333,1,DEN,3,1993:1:DEN:DAN2:GRT:92:40,43G9,28,3_1993,5.693638314302063,4.381542682647705,8.011590957641602,87.80000305175781,748.9753390693081,6358.343720960272,0,0,0,0,0,0,NA,NA,90
1993,57.2167,19.05,1,DEN,3,1993:1:DEN:DAN2:GRT:93:41,43G9,28,3_1993,6.6987145529327385,4.115484237670898,7.761271953582764,81.63999938964844,744.5128382548534,6348.778557050588,0,0,0,0,0,0,NA,NA,83
1993,57.0833,18.9167,1,DEN,3,1993:1:DEN:DAN2:GRT:94:42,43G8,28,3_1993,4.0642500340316765,4.585519790649414,8.468146324157715,89.86000061035156,737.3236402077252,6333.47219063742,0,0,0,0,0,0,NA,NA,93
1993,57.0333,18.8167,1,DEN,3,1993:1:DEN:DAN2:GRT:95:43,43G8,28,3_1993,7.4140323330749505,3.677849531173706,7.608071327209473,69.5,731.5794206032807,6327.5678388184315,0,0,0,0,0,0,NA,NA,73
1993,57.05,18.8167,1,DEN,3,1993:1:DEN:DAN2:GRT:96:44,43G8,28,3_1993,8.076699929016113,3.4407260417938232,7.427011013031006,63.5,731.4754557897476,6329.425132332677,0,0,0,0,0,0,NA,NA,69
1993,55.2,13.55,1,DEN,2,1993:1:DEN:DAN2:GRT:9:5,39G3,24,2_1993,7.758386034872436,3.765823602676392,20.403568267822266,42.650001525878906,407.7110015237219,6118.006604870947,0,0,0,0,0,0,NA,NA,44
1993,54.6833,13,1,GFR,2,1993:1:GFR:SOL:H20:21:1,38G3,24,2_1993,8.497231069589233,3.0430331230163574,13.057740211486816,18.709999084472656,371.0658823936924,6061.386793580936,143.01680181325617,15.106528058582786,22.342216637376094,3.639079966290976,0,0,18.813398394288555,0,19
1993,54.5167,14.2667,1,GFR,2,1993:1:GFR:SOL:H20:22:32,38G4,24,2_1993,9.03928518467102,2.3787124156951904,8.720508575439453,17.09000015258789,452.5301546909304,6041.259796255924,10.323239133792708,0,0.8364506990760411,0.24476718028838548,0,0,13.261498101540145,0,18
1993,54.5167,14.15,1,GFR,2,1993:1:GFR:SOL:H20:23:31,38G4,24,2_1993,8.990203960147094,2.428832769393921,8.859728813171387,17.219999313354492,444.97580070830946,6041.344794903284,5.250365571677122,0.00908008386048543,0.31739073155320524,0,0,0,1.90661683514436,0,18
1993,54.4833,13.9833,1,GFR,2,1993:1:GFR:SOL:H20:24:30,37G3,24,2_1993,9.012790971850585,2.2827649116516113,9.078807830810549,17.25,434.1312313681062,6037.771725512761,19.549362246853164,0,1.332492759809445,0,0,0.6051977674151902,3.7767402451978596,0,17
1993,54.7333,13.0833,1,GFR,2,1993:1:GFR:SOL:H20:25:2,38G3,24,2_1993,8.469167279824829,3.0674047470092773,13.263875961303713,24.239999771118164,376.587254380782,6066.79963180069,533.6551029188398,278.95930797510357,26.079706070430735,2.9514538518161073,8.077611866038549,0,33.37170349861468,0,26
1993,54.7,13.1833,1,GFR,2,1993:1:GFR:SOL:H20:26:3,38G3,24,2_1993,8.490480590429687,3.020723819732666,13.306486129760742,24.59000015258789,382.9294070640847,6062.923515437164,252.18145282873135,112.43678850560858,36.729873641082555,2.556255025861565,0,0,26.987123603124918,0,27
1993,54.55,13.8,1,GFR,2,1993:1:GFR:SOL:H20:27:27,38G3,24,2_1993,8.66422735993042,2.8377175331115723,12.407330513000488,21.38999938964844,422.3829077634572,6045.379906863776,19.627439797533132,3.6465961176179666,6.523105224022303,6.332404545797533,0,0,24.435554302820556,0,23
1993,54.7,14.1167,1,GFR,2,1993:1:GFR:SOL:H20:28:24,38G4,24,2_1993,8.418307383648681,3.5768890380859375,9.501995086669922,26.790000915527344,443.0765440967319,6061.766666952129,1567.3403949766164,742.8074826395092,0,0,0,0,21.21239275573801,0,27
1993,54.5833,14.0833,1,GFR,2,1993:1:GFR:SOL:H20:29:29,38G4,24,2_1993,8.49751806232605,3.2142176628112793,10.15756130218506,20.18000030517578,440.7547255234203,6048.80932223614,30.761332628840393,0.1736338479078711,3.011983543560303,1.3738584342386089,0,0,8.37771441883085,0,22
1993,54.5833,13.8667,1,GFR,2,1993:1:GFR:SOL:H20:30:28,38G3,24,2_1993,8.65513857328186,2.9504239559173584,11.912785530090332,20.709999084472656,426.75665581294265,6049.013426411964,6.8931141574024535,0,6.613617144277435,1.4099268755330547,0,0,9.284554809652914,0.29700874086261164,22
1993,54.6333,14.15,1,GFR,2,1993:1:GFR:SOL:H20:31:25,38G4,24,2_1993,8.288391921536254,3.6012940406799316,9.712207794189451,26.1200008392334,445.13265074859754,6054.318544391267,259.43161371509484,20.351175889964885,1.7287558828751792,0.22117516291119171,0,0,4.0762396191526635,0,29
1993,54.7333,13.3667,1,GFR,2,1993:1:GFR:SOL:H20:32:5,38G3,24,2_1993,8.334556069885254,3.152058362960815,14.931194305419922,35.349998474121094,394.8330651321507,6066.337973391198,235.2725430785949,571.8268926871206,18.367512426754015,2.125933642797534,11.554149415644707,0,49.63939046092525,0.35621752090590253,39
1993,54.7333,13.5167,1,GFR,2,1993:1:GFR:SOL:H20:33:6,38G3,24,2_1993,8.257265509280394,3.3040966987609863,15.70845890045166,36.66999816894531,404.4906958573165,6066.123462903955,394.87655932103394,282.79576177543015,18.760207519854323,1.2182202562486153,0,0,52.25760060705146,0,37
1993,54.6833,13.6333,1,GFR,2,1993:1:GFR:SOL:H20:34:7,38G3,24,2_1993,8.398683230294798,3.151540994644165,14.394086837768556,33.810001373291016,411.88971242049394,6060.407827823331,811.643583130679,531.7107950882737,11.651605323130394,0.49559324274230065,1.703540640993165,0,151.9625392132814,0.29700874086261164,37
1993,54.6667,13.7333,1,GFR,2,1993:1:GFR:SOL:H20:35:26,38G3,24,2_1993,8.363911326965331,3.27795147895813,14.675585746765137,31.790000915527344,418.30296727768183,6058.439940362804,211.41943330135916,198.5886303885277,10.841827614570025,1.8997286379956966,0,0,50.836959061669205,0,33
1993,54.7,13.85,1,GFR,2,1993:1:GFR:SOL:H20:36:9,38G3,24,2_1993,8.323242406210326,3.4039933681488037,14.885140419006348,34.040000915527344,425.88998435380125,6062.015579836192,533.7397983231258,781.236486215023,7.895595871222597,0.14686068625093365,0,0,70.78585301841622,0,39
1993,54.7667,13.6667,1,GFR,2,1993:1:GFR:SOL:H20:37:8,38G3,24,2_1993,7.957367665731811,3.6018848419189453,18.521745681762695,41.869998931884766,414.2191791279188,6069.64583471616,464.0851427015811,237.59926935410914,11.1530272559639,0,0,0.7478110543138583,158.20780786671207,0.35621752090590253,44
1993,54.85,14.0167,1,GFR,2,1993:1:GFR:SOL:H20:38:10,38G4,24,2_1993,7.952132098233031,3.771525621414185,18.091567993164062,41.2599983215332,436.8663472440637,6078.542752165787,369.6262999455462,263.8967930745739,1.4121675754883332,0.2947746912206127,3.918101693124063,0,130.37274191000049,0,43
1993,54.9667,13.8833,1,GFR,2,1993:1:GFR:SOL:H20:39:11,38G3,24,2_1993,7.635088488607788,3.840805768966675,20.942026138305664,47.08000183105469,428.5087319387707,6091.656329697061,36.98843328762367,12.744143537581227,1.017935087979802,0,2.3053264231421906,0,30.82250019317993,0,49
1993,54.9167,13.6167,1,GFR,2,1993:1:GFR:SOL:H20:40:12,38G3,24,2_1993,7.505076678933715,3.816061496734619,21.603750228881836,46.790000915527344,411.3320191297032,6086.397910496519,569.5029574942901,223.74433280255187,6.452294221210412,0.5720443938890583,0,0,104.34025926686257,0,49
1993,54.8667,13.2167,1,GFR,2,1993:1:GFR:SOL:H20:41:13,38G3,24,2_1993,7.752384470092773,3.7623679637908936,20.269317626953125,44.099998474121094,385.5532687755166,6081.414856898707,374.1987217148277,138.90250892853868,18.382922166663963,0.4078871416128068,14.371278373905529,0,160.44221938276863,0,46
1993,54.9333,13.1,1,GFR,2,1993:1:GFR:SOL:H20:42:14,38G3,24,2_1993,7.794961892547607,3.852395534515381,19.54709243774414,42.66999816894531,378.2658226059927,6089.021456214497,444.45278478365356,122.94042180632059,44.25847057557197,0.2947746912206127,20.191158099657013,0,104.4026116339691,0,45
1993,54.9833,13.3167,1,GFR,2,1993:1:GFR:SOL:H20:43:15,38G3,24,2_1993,7.602145822317504,3.839988470077514,21.30872917175293,45.63999938964844,392.2823344116949,6094.229119923576,284.0365664437019,38.99029027893503,3.192693013601537,0.2947746912206127,14.567572084561448,0,79.19965649608342,0,47
1993,55.0333,13.4333,1,GFR,2,1993:1:GFR:SOL:H20:44:16,39G3,24,2_1993,7.751346513027953,3.701887607574463,20.534276962280273,44.34000015258789,399.8677938435023,6099.619022621412,293.0489130743701,81.9310018125619,4.224295898624564,0,71.1251927625414,0,208.19957677317154,0,46
1993,55.0667,13.75,1,GFR,2,1993:1:GFR:SOL:H20:45:18,39G3,24,2_1993,7.666222417340087,3.748204469680786,20.74425506591797,45.70000076293945,420.1742107989951,6102.927687602722,86.1035477837782,76.87547106931159,4.50380758276268,0.7443609324234871,5.075066279357676,0,165.0846362134808,0,48
1993,55.1333,14.1667,1,GFR,2,1993:1:GFR:SOL:H20:46:20,39G4,24,2_1993,7.771541235275268,3.882255554199219,20.319204330444336,46.13999938964844,446.87253617896874,6109.942069082885,218.30108480721736,85.78972666694439,3.331076466720788,0,14.614988011240406,0,153.61245930164304,0,48
1993,55.1667,14.2667,1,GFR,2,1993:1:GFR:SOL:H20:47:21,39G4,24,2_1993,7.764091040490722,3.8883957862854,20.371109008789062,46.400001525878906,453.2869973638085,6113.587257019493,246.18102932298387,136.64953864091936,2.2869306827315947,0.2595121911491316,35.6134555211814,0,163.4211842507034,0,49
1993,55.0667,14.2833,1,GFR,2,1993:1:GFR:SOL:H20:48:22,39G4,24,2_1993,7.854113828869628,3.824035167694092,19.742984771728516,47.08000183105469,454.23024812822746,6102.448459259385,512.5713907452648,141.21910853664068,1.2134224508974225,0,9.287383433990064,0,43.76583659554821,0,48
1993,55,14.2333,1,GFR,2,1993:1:GFR:SOL:H20:49:23,39G4,24,2_1993,7.934762204495239,3.719071865081787,18.963661193847656,44.88999938964844,450.95582636692166,6095.060224891638,826.3960130470454,370.77029820401833,0.6499124023255659,0,0,0,83.10611142751162,0,47
1993,55.05,13.6167,1,GFR,2,1993:1:GFR:SOL:H20:50:17,39G3,24,2_1993,7.579180936843872,3.763674020767212,20.92753219604492,45.47999954223633,411.62534702713856,6101.229886700896,216.4132647669368,73.51242070389834,7.021257471471392,0.5190243822982632,32.36409371175733,1.3607729734347862,126.96772731501557,0,48
1993,55.0833,13.8167,1,GFR,2,1993:1:GFR:SOL:H20:51:19,39G3,24,2_1993,7.672102351864623,3.8792569637298584,20.808303833007812,45.380001068115234,424.4647826927362,6104.700647470656,125.95774308388295,80.19192526360723,12.161608180223027,0.31271601649227565,20.614111391958648,0,122.24481091274941,0,48
1993,54.8667,16.6,1,GFR,2,1993:1:GFR:SOL:H20:52:58,38G6,25,2_1993,8.858203700796508,3.17952561378479,7.52066707611084,19.149999618530273,602.6841888512959,6081.130756981777,29.923163668685955,1.1452341724063226,0,0,0,0,0.6166371144762522,0,19
1993,54.3,15.1167,1,GFR,2,1993:1:GFR:SOL:H20:53:67,37G5,25,2_1993,8.688269834799193,2.9309229850769043,8.169859886169434,15.850000381469728,507.5945236220828,6016.906924423574,2.8776182098767777,0,0,0.20081855152168795,0,0.9852671970510847,53.4050408051863,1.662670044442931,18
1993,54.8333,16.5167,1,GFR,2,1993:1:GFR:SOL:H20:54:60,38G6,25,2_1993,8.815741758752441,3.2134571075439453,7.577464103698731,27.299999237060547,597.4190788889722,6077.295636957943,48.84450489288851,0,0,0,0,0,0,0,28
