X,Y,biom_slope_gr_gc,temp_slope_sc,mean_temp_ct,mean_log_biomass_ct
620.016716551297,6121.58668110674,1,-0.01116282003615941,1.8110113236703027,2.6030908476325227
620.016716551297,6124.58668110674,1,0.14769964569568764,1.770287687437729,2.426939591824399
620.016716551297,6127.58668110674,0,0.1327945751275526,1.6400939606679197,2.2795487373226773
620.016716551297,6130.58668110674,1,-0.22458575811812873,1.3902489985149789,2.392231679827684
620.016716551297,6133.58668110674,1,-0.3109529189616492,1.2627135566888483,2.6303392360024316
620.016716551297,6136.58668110674,1,-0.18122898961700007,0.692749682200807,2.8739059874766046
620.016716551297,6139.58668110674,1,-0.4544653848753232,0.06805125703937964,3.062185157553617
620.016716551297,6142.58668110674,1,-0.9025128167629168,0.11584225299895756,3.1966952176106163
620.016716551297,6145.58668110674,1,-0.8007862345883832,0.6935447259488079,3.2402780921236647
620.016716551297,6148.58668110674,1,-0.81438590032599,1.1088242788031488,3.2911853359202445
623.016716551297,6121.58668110674,1,-0.0371964256924461,1.798360422796658,2.4895216330610785
623.016716551297,6124.58668110674,0,0.17573144239032326,1.7577004032180534,2.319612380272624
623.016716551297,6127.58668110674,0,0.03693774796786568,1.6330280232310601,2.2142705267341003
623.016716551297,6130.58668110674,1,-0.17707510221303194,1.3997287760812966,2.420642243584147
623.016716551297,6133.58668110674,1,-0.4468175395963733,1.26326918707678,2.671904490199331
623.016716551297,6136.58668110674,1,-0.18506612101416528,0.6770805418783521,2.9211152526177195
623.016716551297,6139.58668110674,1,0.4375419318247125,0.1018781014849699,3.131007457887946
623.016716551297,6142.58668110674,1,-0.7512704062361482,0.0883394367000454,3.2671653261176865
623.016716551297,6145.58668110674,1,-0.7906607347707072,0.6646054459321391,3.36564642012489
623.016716551297,6148.58668110674,1,-0.8252626641228116,1.0888124262756618,3.369890618438436
626.016716551297,6121.58668110674,0,0.05285227602478676,1.7121012879121196,2.4825387365392166
626.016716551297,6124.58668110674,1,0.1947494438937689,1.747130945867947,2.456771334378956
626.016716551297,6127.58668110674,1,0.3870861720039021,1.6602982909807142,2.394376670576237
626.016716551297,6130.58668110674,1,-0.13141772227803675,1.3872006443332283,2.5115940912979187
626.016716551297,6133.58668110674,1,-0.3139842568322426,1.2604227323248771,2.765901657585378
626.016716551297,6136.58668110674,1,-0.17570761029060922,0.6201194412013882,3.015440875067267
626.016716551297,6139.58668110674,1,0.405659481489654,0.218699012366276,3.227165007328908
626.016716551297,6142.58668110674,1,-0.7100236160400816,-0.0101859394554129,3.3707663029883688
626.016716551297,6145.58668110674,1,-0.8656432512719425,0.5794370678256602,3.4392555799831475
626.016716551297,6148.58668110674,1,-0.8140006180638052,1.0541503439981668,3.391773207239391
629.016716551297,6121.58668110674,1,0.03570185221240914,1.720970557710661,2.6563564816068346
629.016716551297,6124.58668110674,1,0.22578248384239313,1.7237230097717555,2.6553106131753776
629.016716551297,6127.58668110674,1,0.5833241859134702,1.6700600355128064,2.57804988686347
629.016716551297,6130.58668110674,1,-0.06925307234432464,1.3870643511192853,2.6033437689565138
629.016716551297,6133.58668110674,1,-0.14668145425098345,1.227218859183819,2.8569269550103287
629.016716551297,6136.58668110674,1,-0.2609705054359368,0.5461029770337609,3.1022564866288813
629.016716551297,6139.58668110674,1,0.22589699928100632,0.13576270899734588,3.301986698861638
629.016716551297,6142.58668110674,1,-0.6694054745947162,-0.08251570727452151,3.3842964038891927
629.016716551297,6145.58668110674,1,-0.685812158082111,0.5423184684930478,3.40411836173268
629.016716551297,6148.58668110674,1,-0.7627580602486539,1.105549838037768,3.4355330561702693
632.016716551297,6121.58668110674,1,0.07677820791873663,1.7110736709508707,2.8338188353406664
632.016716551297,6124.58668110674,1,0.3009282331373861,1.7178536211914333,2.8227089684771705
632.016716551297,6127.58668110674,1,0.5371739557961518,1.654275048424899,2.7530320742597083
632.016716551297,6130.58668110674,1,-0.00598856245584695,1.4050066070602163,2.694382373900502
632.016716551297,6133.58668110674,1,2.786414510877875e-4,1.2354690463670668,2.953419365802939
632.016716551297,6136.58668110674,1,-0.3176700001073772,0.5412482732621031,3.1913700265947083
632.016716551297,6139.58668110674,1,0.2657063309600842,0.1153337637190468,3.3833814828590136
632.016716551297,6142.58668110674,1,-0.5737899296679955,-0.1486802994912768,3.403056536206259
632.016716551297,6145.58668110674,1,-0.3486883824865489,0.8069569910686898,3.4152623243031903
632.016716551297,6148.58668110674,1,-0.7696427968767213,1.1882980373691172,3.379571615785071
635.016716551297,6121.58668110674,1,0.14430803662940983,1.7086742428134531,2.986588601977344
635.016716551297,6124.58668110674,1,0.34909434504738285,1.7138254488628792,2.9850864681265743
635.016716551297,6127.58668110674,1,0.6092613905146864,1.6514667406456525,2.925071073902737
635.016716551297,6130.58668110674,1,0.4144234710288573,1.5732591656039805,2.8264484389962408
635.016716551297,6133.58668110674,1,0.02006785139524953,1.2490080153412135,3.047472364593259
635.016716551297,6136.58668110674,1,-0.32992891339608954,0.4599157294614864,3.295500642305759
635.016716551297,6139.58668110674,1,0.5663113907474943,0.04055088247557048,3.398508348161006
635.016716551297,6142.58668110674,1,-0.6488088274427923,-0.19493009198489908,3.4388738606641183
635.016716551297,6145.58668110674,1,-0.4954941077172122,0.886505169116659,3.4147953540374947
635.016716551297,6148.58668110674,1,-0.7499050663499341,1.1771089219105957,3.308246919242332
638.016716551297,6121.58668110674,1,0.19413338540214828,1.7144591983314523,3.1598261700007986
638.016716551297,6124.58668110674,1,0.2446216460532708,1.6736765000619045,3.135009576709804
638.016716551297,6127.58668110674,1,0.5422524901280582,1.627742234004396,3.104265205976177
638.016716551297,6130.58668110674,1,0.5309017361197897,1.598504634795959,3.009905641959261
638.016716551297,6133.58668110674,1,-0.075433296709021,1.247052580147396,3.138356460042296
638.016716551297,6136.58668110674,1,-0.17182813292109891,0.35584651296347314,3.2965400026797
638.016716551297,6139.58668110674,1,0.8440865828782962,-0.04995835132801396,3.392127664486966
638.016716551297,6142.58668110674,1,-0.568474315504539,-0.28176227003497356,3.4269198345323137
638.016716551297,6145.58668110674,1,-0.5298038007191557,0.9170641005331372,3.409735906354109
638.016716551297,6148.58668110674,1,-0.781795870652323,1.4711845753813917,3.2890993466296163
641.016716551297,6121.58668110674,1,0.19168084360092472,1.7175978062773876,3.1634004845368584
641.016716551297,6124.58668110674,1,0.2822717567719768,1.6688081077752743,3.1802860581897545
641.016716551297,6127.58668110674,1,0.5138728091548256,1.624403551763943,3.1671716964887193
641.016716551297,6130.58668110674,1,0.5472981169456418,1.605491565248503,3.139115953399218
641.016716551297,6133.58668110674,1,0.10887655662660777,1.2933318132248726,3.176221574139729
641.016716551297,6136.58668110674,1,-0.07727152537083527,0.3114725485222394,3.325669489930742
641.016716551297,6139.58668110674,1,0.8890321302377632,-0.10811030347960848,3.4212098453432263
641.016716551297,6142.58668110674,1,-0.5175979766386816,-0.35114169015100316,3.455095963468137
641.016716551297,6145.58668110674,1,-0.6096957387855918,0.17803947784615914,3.457233712281313
641.016716551297,6148.58668110674,1,-0.6234104452619937,1.333349549594038,3.3142620040997373
644.016716551297,6121.58668110674,1,0.07624165615071025,1.726090621360859,3.229226053649293
644.016716551297,6124.58668110674,1,0.1869235726902596,1.6742984765854674,3.089761993724841
644.016716551297,6127.58668110674,1,0.43864231707964146,1.616129078770947,3.166051244429847
644.016716551297,6130.58668110674,1,0.4648189738357935,1.5964259865247268,3.148097189715737
644.016716551297,6133.58668110674,1,0.171386582954212,1.326954719350697,3.1262365153143947
644.016716551297,6136.58668110674,1,-0.02268605889935903,0.28966822401041536,3.317332891530015
644.016716551297,6139.58668110674,1,0.8247536385009074,-0.1198242604440356,3.428273646620973
644.016716551297,6142.58668110674,1,-0.5072066749313687,-0.39510465384718696,3.499347569842618
644.016716551297,6145.58668110674,1,-0.7472232733843079,0.16108637126193948,3.469763575349169
644.016716551297,6148.58668110674,1,-0.6309244745571159,1.3003846458612118,3.451701269816755
647.016716551297,6121.58668110674,1,0.13195328147612692,1.7064973496449705,3.2643316155505837
647.016716551297,6124.58668110674,1,0.22002226238706787,1.681552649601194,3.1329676237954023
647.016716551297,6127.58668110674,1,0.38264518263537906,1.6313047008559929,3.1648231311485966
647.016716551297,6130.58668110674,1,0.43564900416381136,1.5896045514514006,3.1363661527613833
647.016716551297,6133.58668110674,1,0.3709984135046908,1.3414567020724864,3.1237349884267345
647.016716551297,6136.58668110674,1,0.2941226473843871,0.8465548558773968,3.2578293731859582
647.016716551297,6139.58668110674,1,0.8720078970840601,-0.111736288329209,3.3996326859846007
647.016716551297,6142.58668110674,1,-0.4592848614940705,-0.42514667734151335,3.4443925559931743
647.016716551297,6145.58668110674,1,-0.6612337355874759,0.11924440390943404,3.505795944302602
647.016716551297,6148.58668110674,1,-0.4892775359692827,1.2922311250797938,3.4853206682897757
